86	721537
176	448
176	768
176	2025
176	6050
176	888474
199	2093
199	2292
199	5261
199	843940
199	1665964
448	6614
960	439833
960	589719
960	676240
960	913468
1023	78876
1393	3574328
1402	116238
1669	38825
1669	315575
1669	645187
1669	645191
1680	35401
1756	34769
1756	397529
1917	33638
1917	945211
2049	1145334
2092	12256
2093	2292
2093	4858
2093	12102
2159	2308
2292	3952300
2308	8833
2308	12262
2308	888474
2308	2770677
2571	2407205
2622	1891304
2731	41820
2731	1673714
2819	2221532
2819	2568176
2853	151763
2853	1305823
2930	76374
2930	76456
2930	282698
2930	723684
3165	3175
3165	78854
3272	15398
3295	3352
3295	34002
3295	34024
3295	34048
3295	34097
3295	34109
3295	34127
3326	215823
3326	419321
3326	568557
3326	672154
3352	1005320
3863	6614
4315	497426
4315	1280840
4325	651466
4343	34002
4343	330476
5953	737960
6053	9442
6062	817702
6062	867465
6146	203208
6146	357000
6146	399483
6147	22659
6147	34097
6147	34615
6147	50492
6147	50954
6147	149862
6147	208379
6147	276675
6147	306345
6147	337870
6147	347755
6147	373942
6147	530315
6147	567582
6147	798293
6147	1289244
6147	4011063
6305	507595
6417	52430
6417	57545
6417	60798
6417	75411
6417	100070
6417	100953
6417	102530
6417	113385
6417	118799
6417	580727
6457	52669
6457	54461
6457	55006
6457	69510
6457	134600
6520	58394
6614	1156414
6614	1891304
6614	2068531
6987	971056
7185	25897
7185	1939508
7587	53801
7587	54499
7587	55226
7587	70676
7587	95108
7587	135823
7587	746886
7587	746893
7648	52702
8428	359839
8428	742456
8428	742485
8592	14573
8730	3086599
8833	888474
9317	3337911
9654	274645
9800	9940
9800	202903
9800	212024
9800	326493
9800	341516
9800	345740
9800	366764
9800	585860
9800	1139183
9800	1325701
9800	1400847
9812	396198
9917	1504430
9917	1557852
9940	292256
10207	587577
10410	14807
10649	414956
10649	901767
11240	104586
11240	104608
11375	11929
11483	1687244
12656	1415117
13242	189737
13384	59110
13384	109819
13384	109836
13453	1130608
13558	280790
13558	299238
13558	305919
13558	850390
13558	1005413
14730	1415317
14730	1415341
14790	276529
15170	15180
15170	619375
15170	619438
15180	619351
15180	619375
15180	619438
15546	50196
15546	981800
15670	491851
15670	953760
15670	1992803
15837	2332175
15960	348865
15960	348884
15960	349024
15960	349039
15960	349077
16033	41127
16033	317413
16033	317960
16033	318922
16033	321743
16033	321847
16033	321887
16033	321894
16033	321946
16033	322791
16033	343598
16033	367820
16033	479887
16033	885564
16135	957417
16654	470646
16654	662216
16654	948656
17274	17705
17274	18577
17433	198103
17433	811824
17517	313832
17615	1316389
17615	1456155
17705	18784
17705	19135
17705	19136
17705	19146
17705	322582
17705	514755
17809	31391
17809	568557
17945	1207481
17945	2036769
18659	158875
18659	2512725
19135	19146
19135	25659
19135	30413
19135	276529
19135	425109
19135	1251973
19135	1308182
19136	1941753
19146	25659
19146	304014
19335	30867
19406	1768049
19814	313635
19814	313877
20381	1395938
20418	2165920
20468	285353
20468	1045750
20539	1103292
20800	41889
20800	274725
20800	322727
20800	734800
20800	938347
20800	1430353
20800	2181484
20858	31320
21106	1188718
21332	2050100
21652	323048
21652	1217723
21865	80331
22133	1610197
22659	1091480
22659	1550329
22676	82754
22676	280191
22676	314448
22676	731219
22837	370125
22837	1069837
22967	989172
23131	850390
23131	995350
23235	352074
23235	462781
23235	462795
23235	462807
23235	642289
23367	75790
23724	203020
23801	1559648
23985	1001538
24167	197771
24167	198445
24237	24898
24237	48467
24237	76342
24237	285582
24237	372589
24237	409512
24237	415621
24237	422443
24237	476488
24237	510582
24237	1592573
24331	34002
24331	45468
24331	3104087
24667	812256
24667	1081169
24701	1269063
25168	208112
25168	406325
25168	1347245
25659	479355
25659	514741
25675	1188718
25706	1023130
25840	804774
25897	416271
26614	935424
26798	27171
26798	571813
26902	26933
26902	508602
26902	531411
26902	630459
26916	741637
26916	1727224
27163	27171
27171	1376731
27311	1949970
27430	38825
27430	1549214
27921	28152
27948	1493563
27948	2123560
27948	3113292
28255	197637
28255	199132
28279	28520
28279	1504397
28279	1722497
28301	199135
28317	28520
28393	1060086
28863	330147
29053	2476461
29245	2143389
29292	909653
29292	909659
29742	29743
29742	955732
29742	2212438
30014	198584
30261	40410
30261	49909
30261	1187699
30261	1187706
30346	836759
30488	332433
30867	351867
31064	1066635
31253	306674
31253	695240
31391	506248
31391	1898503
31522	480964
31522	890519
31585	850344
32122	35764
32143	36153
32235	37181
32510	639035
32510	1066172
32520	676707
32520	1117068
32520	1314600
32533	379541
32550	2451401
32657	381373
33051	36716
33138	33466
33611	41383
33611	42058
33611	42155
33611	359192
33638	51334
33638	514126
33638	945211
33766	414504
34002	45139
34002	50351
34002	276659
34002	344373
34002	508602
34002	526915
34002	1173704
34002	3203968
34024	274826
34024	524085
34048	527869
34097	149853
34109	1303644
34277	41383
34277	42152
34277	42155
34277	1546424
34302	43195
34302	43515
34399	37933
34399	45264
34615	59225
34615	332218
35372	887983
35372	1714472
35497	48696
36171	36716
36682	77666
36682	509205
36682	715301
36716	1960894
37127	1197956
37127	2142860
37257	1023130
37933	38039
37933	39349
37933	41959
38039	40378
38039	42710
38118	316815
38118	436040
38272	513196
38304	282124
38304	650735
38825	218508
38825	277729
38825	410451
38825	410486
38825	410496
38825	731428
38825	739604
38825	1937718
38826	654836
39057	363175
39065	1202155
39249	76456
39249	79479
39249	213792
39249	268351
39249	289820
39249	293447
39249	438340
39249	552106
39249	576067
39249	732309
39340	63748
39340	90836
39349	42058
39349	42197
39349	43841
39502	40378
39625	41772
39625	42058
39625	1504397
39868	1237517
40312	41330
40442	44699
40442	52667
40442	52707
40442	53345
40442	56016
40442	56325
40442	58691
40442	63133
40442	63166
40442	63181
40442	63335
40442	66255
40442	98162
40442	114574
40442	179689
40442	765648
40554	40974
40554	47730
40554	48696
40554	363972
40678	44834
40678	310647
40678	1954149
40974	43195
41064	284342
41064	527027
41526	42058
41576	443983
41576	1091993
41728	42710
41786	1080360
41820	555469
42058	48696
42058	49954
42155	48257
42155	48696
42620	659970
42710	390348
42710	519924
42756	43904
42756	76344
43110	45468
43317	43331
43317	76456
43317	180802
43317	361051
43317	396347
43317	1162429
43331	43365
43331	202002
43331	586691
43331	594577
43331	912629
43331	1522791
43332	180802
43332	450342
43501	390348
43904	488995
43904	1161439
44699	64855
44699	119932
44699	158302
44699	187737
44702	434422
45468	77898
45468	288630
45468	315619
45468	421233
45468	660011
45468	665984
45468	683430
45468	694153
45468	870685
45468	901817
45468	1059774
45468	1405554
45468	2510047
45468	2566236
45468	3918527
46837	78462
46837	380623
46837	589704
47549	1040335
47912	216408
47917	605746
47923	888299
48069	49909
48069	49954
48467	282421
48467	313877
48467	854552
48467	964455
48467	1504397
48529	82754
48600	359595
49065	315309
49065	557566
49833	572282
49835	547875
49909	214959
50186	951319
50186	2003758
50196	511711
50302	1055087
50351	1233212
50351	1847607
50492	59225
50492	276675
50954	63748
50954	98863
50954	123019
50954	152624
50954	179689
51334	514126
51677	665984
52032	52669
52032	53345
52032	56016
52032	62187
52032	85503
52032	90820
52032	90836
52078	54499
52078	55661
52078	56016
52078	56872
52078	59313
52078	64855
52078	67324
52078	68366
52078	85503
52078	92569
52078	173153
52078	750644
52240	52430
52240	97760
52240	124211
52240	126589
52240	1356966
52401	52669
52401	54461
52401	58411
52401	80091
52401	82518
52430	81694
52472	52669
52472	69381
52472	79291
52472	79408
52472	81402
52472	82992
52472	83991
52472	96819
52535	52669
52535	83991
52572	67192
52572	144524
52667	53183
52667	53564
52667	54334
52667	61772
52667	63510
52667	68764
52667	72090
52667	80984
52667	89069
52667	92116
52667	97432
52667	110819
52667	111403
52667	112516
52667	143146
52667	187603
52669	52707
52669	53801
52669	54472
52669	58812
52669	59989
52669	61104
52669	64048
52669	65450
52669	69458
52669	71296
52669	72090
52669	72180
52669	73612
52669	79291
52669	80662
52669	80769
52669	81694
52669	82833
52669	83991
52669	84736
52669	90840
52669	98023
52669	98162
52669	99358
52669	99750
52669	112983
52669	117839
52669	119060
52669	127962
52669	134981
52669	144374
52669	159894
52669	166406
52669	175346
52669	175412
52669	188355
52669	243094
52669	247510
52669	753357
52669	754799
52669	826139
52669	826202
52669	826237
52669	826281
52702	53345
52702	54461
52702	58394
52702	64048
52702	64409
52702	75003
52702	83579
52702	98145
52702	98162
52702	99168
52702	105576
52702	112675
52702	126589
52702	157519
52702	166370
52702	168435
52702	189325
52702	263235
52702	3748629
52702	4023425
52707	111890
52719	96137
52719	108000
52719	115387
53148	61344
53345	53593
53345	53623
53345	62176
53539	144374
53564	59158
53593	82518
53593	116684
53593	126531
53647	74712
53801	61104
53801	90526
53801	98145
53801	177368
53871	66159
