12276	1468665
12276	1468666
12276	1468667
12276	2052656
12276	2052659
12276	2052660
12276	2235563
12276	2386909
12276	2386913
12276	2386914
12276	2386916
12276	2386917
12276	2386920
12276	2663659
12276	2663660
15090	15095
15090	15096
15090	15102
15090	15109
15090	15110
15090	15111
15090	15112
15090	15114
15090	15115
15090	15116
15090	15118
15090	15119
15090	15120
15090	15121
15090	15123
15090	15124
15090	15125
15090	15127
15090	15128
15090	15129
15090	15130
15090	15134
15090	15135
15090	15136
15090	15137
15090	15138
15090	15139
15090	15140
15090	15141
15090	15142
15090	15144
15090	15145
15090	15146
15090	15147
15090	15151
15090	15152
15090	15153
15090	15157
15090	15159
15090	15161
15090	15162
15090	15165
15090	15167
15090	15170
15090	15172
15090	15177
15090	15178
15090	15183
15090	15187
15090	15189
15090	15191
15090	15194
15090	15196
15090	15198
15090	15200
15090	15201
15090	15208
15090	15209
15090	15212
15090	15213
15090	15214
15090	15215
15090	15217
15090	15218
15090	15219
15090	15220
15090	15221
15090	15225
15090	15226
15090	15227
15090	15229
15090	15230
15090	15231
15090	15232
15090	15242
15090	15243
15090	15244
15090	15245
15090	15248
15090	15251
15090	15253
15090	15254
15090	15255
15090	15256
15090	15259
15090	15261
15090	15263
15090	15265
15090	15268
15090	15270
15090	15271
15090	15272
15090	1093459
15090	1093461
15090	1093465
15090	1093466
15090	2092807
15090	2166192
15090	2529225
15095	15096
15095	15102
15095	15109
15095	15110
15095	15111
15095	15112
15095	15114
15095	15115
15095	15116
15095	15118
15095	15119
15095	15120
15095	15121
15095	15123
15095	15124
15095	15125
15095	15127
15095	15128
15095	15129
15095	15130
15095	15134
15095	15135
15095	15136
15095	15137
15095	15138
15095	15139
15095	15140
15095	15141
15095	15142
15095	15144
15095	15145
15095	15146
15095	15147
15095	15151
15095	15152
15095	15153
15095	15157
15095	15159
15095	15161
15095	15162
15095	15165
15095	15167
15095	15170
15095	15172
15095	15177
15095	15178
15095	15183
15095	15187
15095	15189
15095	15191
15095	15194
15095	15196
15095	15198
15095	15200
15095	15201
15095	15208
15095	15209
15095	15212
15095	15213
15095	15214
15095	15215
15095	15217
15095	15218
15095	15219
15095	15220
15095	15221
15095	15225
15095	15226
15095	15227
15095	15229
15095	15230
15095	15231
15095	15232
15095	15242
15095	15243
15095	15244
15095	15245
15095	15248
15095	15251
15095	15253
15095	15254
15095	15255
15095	15256
15095	15259
15095	15261
15095	15263
15095	15265
15095	15268
15095	15270
15095	15271
15095	15272
15095	1093459
15095	1093461
15095	1093465
15095	1093466
15095	2092807
15095	2166192
15095	2529225
15096	15102
15096	15109
